Date,Device_ID,CPU_Usage,Memory_Usage,Disk_IO,Temperature,Network_Traffic,Power_Consumption,Fan_Speed,Failure_Indicator
2025-01-01 01:05:00,S019,42.40355923921985,71.6815156324192,276.17269890015183,83.29459226230958,537.963990600063,184.18809206895645,2042.8986379590347,0
2025-01-01 01:10:00,S002,77.30293636938838,61.30812296702358,488.350443140007,81.59098400372912,691.0441464586207,237.50013746130864,1659.9684475397391,0
2025-01-01 01:15:00,S022,70.66256594843314,80.29474860412819,183.0591800384982,86.76138570301717,310.6581092167632,169.7208943127711,2595.234889528265,0
2025-01-01 01:20:00,S035,36.511298447065016,46.626961327756874,95.61299203046903,46.60801998299564,860.0679732168288,194.5400201600085,2441.077608122453,0
2025-01-01 01:25:00,S029,79.23365725156937,56.890239188537436,396.1779264818697,85.22030025401084,403.21762807955497,225.68036746212624,2070.986832228531,0
2025-01-01 01:30:00,S026,96.52980015876834,39.63535584572177,243.7458863959976,46.50252003489572,460.45133525134344,147.77689697281795,2270.694489439877,0
2025-01-01 01:35:00,S005,58.615008822744336,69.18487729183349,446.4741174297828,68.50717181901958,386.1518121379401,219.53517351737395,2722.6992087475255,0
2025-01-01 01:40:00,S030,90.89463921731506,84.34429620871265,466.44229754283674,48.204162706398414,216.71072809556634,150.5812249082778,1786.7166749250616,0
2025-01-01 01:45:00,S011,92.53406857183693,65.19105627723198,393.13104833167347,64.16330750383996,265.34950469094906,148.76150985557112,2725.8287040795703,0
2025-01-01 01:50:00,S032,80.15411201199647,67.34393876086492,486.54640807123934,77.21906768974262,662.5528451663131,199.6682587782979,1015.1528243973676,0
2025-01-01 01:55:00,S006,79.03077334338784,49.87270546101793,313.02001386855926,56.51370302417415,353.23214293375463,171.53786963894504,2814.0607968423483,0
2025-01-01 02:00:00,S037,69.72470162643688,43.95512099977731,227.4509057142355,85.60849872730265,623.2995788599377,138.4002570106978,1207.4653061704357,0
2025-01-01 02:05:00,S050,95.38425230023299,76.92611378116032,99.54712332349357,82.71919457002443,736.8473553876838,110.34083282370847,2130.7054708502756,1
2025-01-01 02:10:00,S026,75.96077041484881,54.309246136333556,475.4483112945518,59.155855405544315,145.86723239414005,167.2237284024575,1905.9209483705831,0
2025-01-01 02:15:00,S036,22.276573977903738,76.50641093659364,397.1013329263997,58.17222840547777,342.7689155096208,191.46032446876228,2406.3699579469694,0
2025-01-01 02:20:00,S029,99.20173671237673,34.48510545909707,395.81988525136654,51.090894486272354,912.0157757207505,133.14557759696777,1426.2908306473555,0
2025-01-01 02:25:00,S029,65.93573251006563,31.67218745630834,156.28068756130162,89.46294568420706,616.455458035481,142.76271484887113,2339.1027255677427,0
2025-01-01 02:30:00,S029,24.818165155092053,59.25109033362324,449.6982952832649,56.92466850981192,854.0776385754305,224.81274467114613,1542.8790816679805,0
2025-01-01 02:35:00,S038,30.568906351631313,36.43601815991053,470.6719926593251,75.92367673823773,442.5756604699836,164.00890164373013,1740.3274613620438,0
2025-01-01 02:40:00,S014,58.869924629641076,57.204629512524505,107.94327260750882,89.9831316131002,741.910432376002,242.99903515902375,2054.362565380551,0
2025-01-01 02:45:00,S017,44.68130235827453,65.35893991821075,399.38222138852365,51.85778371050049,667.3433902214242,164.98273627677014,2808.7149361158217,0
2025-01-01 02:50:00,S038,29.403120424684246,77.06454072546444,171.46405266299683,40.94316049055605,571.7250778653259,224.8319662016304,2972.547833907067,0
2025-01-01 02:55:00,S033,89.58269371037161,49.71530203861327,210.40845073773914,42.891514073566256,133.12438261691653,244.51208082244463,2044.0925907898393,0
2025-01-01 03:00:00,S020,87.96013334912664,44.226391690829615,255.05787486662223,66.75182842023426,684.4986880641331,126.90725481832379,1333.3538251774416,0
2025-01-01 03:05:00,S018,66.61952419489717,66.66215876011391,159.12828489188658,50.463648396187985,592.731592244539,221.43386839810557,2751.9940296618943,0
2025-01-01 03:10:00,S045,77.80429764125512,61.001687744207274,82.10910384980328,51.59428309302459,535.7629587803347,195.69289279983772,2628.852371611186,0
2025-01-01 03:15:00,S032,93.96299701026055,50.870911237301755,66.51926834888391,85.22788286198067,210.35618640240517,215.38556839638102,1463.3971749301863,1
2025-01-01 03:20:00,S017,54.15752507668154,52.604050237371325,421.28238014402814,61.958653132156556,916.7936522070476,140.7590295900622,1165.6579821319474,0
2025-01-01 03:25:00,S001,26.575261401749017,54.82337039526742,471.8405232737523,56.68217554602269,906.805467466479,107.13868144778243,1399.3280881736937,0
2025-01-01 03:30:00,S035,26.856285950175067,35.47225912022046,58.2673859434532,60.286504745425944,491.0069627370513,128.02141144852803,2097.2158383640035,0
2025-01-01 03:35:00,S039,86.27825365048164,51.48772453289868,305.1979235288018,77.54716034809175,333.89597502680704,131.75476874486918,2170.52029913403,0
2025-01-01 03:40:00,S039,41.92255851029244,79.4000169480959,435.94968397096096,58.220861857104495,147.3538961186831,158.09816091772177,1301.7366837229906,0
2025-01-01 03:45:00,S018,71.8760278150067,59.61504748365249,482.1658696937508,89.24989049016953,967.7910032670477,102.60052843200512,2388.119113475535,0
2025-01-01 03:50:00,S026,39.14324263678161,65.67260979927401,481.66698020670003,76.97416439372722,989.2382999059544,230.3448058760248,2337.9126555471253,0
2025-01-01 03:55:00,S049,73.77163437658274,65.73823062411606,337.99187812347003,51.93082961570927,222.16683268459025,165.4009134036345,1575.3253976324254,0
2025-01-01 04:00:00,S025,26.024685517721426,54.84359124526939,441.88624783988524,44.114477647124545,169.70550626043058,180.34775169965485,2719.661730605391,0
2025-01-01 04:05:00,S044,86.83733630263119,44.45161621801751,120.97612841733321,42.34486864020999,337.2841961913577,179.7659974455831,2006.5899352257657,0
2025-01-01 04:10:00,S040,24.35636264022344,84.4281836245936,136.4605245645959,66.6196524338621,375.98260068943154,139.00194461719448,2747.491577065363,0
2025-01-01 04:15:00,S014,28.226881020905594,57.52777354872195,287.9603773782706,46.886371310713244,290.55435465596804,124.11761224402784,1034.1243904826247,0
2025-01-01 04:20:00,S032,26.015554827473018,39.52128969299025,194.86420347995667,77.4452254826765,188.66698385345023,194.33381291492523,2804.5783552864996,0
2025-01-01 04:25:00,S035,76.81851042512963,32.926401694198596,153.5540615732774,50.42455384312152,420.00489603229727,181.2869658948396,2712.431948104895,0
2025-01-01 04:30:00,S039,20.391936806021977,80.84106556515736,341.85925711968514,72.43323111007793,792.1072452193166,234.6653016870514,2245.5266165811795,0
2025-01-01 04:35:00,S022,46.87049095212465,66.18029566856848,398.32218234835165,77.03717629366801,318.77283883932444,204.100332001938,2935.0374410476625,0
2025-01-01 04:40:00,S010,86.35123409630333,87.56843349227007,296.06176088777215,65.47358295229753,509.3015645196454,181.44697458626777,1532.3452174745348,0
2025-01-01 04:45:00,S049,76.12804101908549,49.629353965182396,131.2916144314617,61.327056725828186,734.9671402041739,203.69527602545145,2097.8752864974686,0
2025-01-01 04:50:00,S030,74.10683700677022,48.522544506653645,412.93606023626614,56.91043663189203,486.535056177081,154.9629174547261,1396.1882455063305,0
2025-01-01 04:55:00,S042,68.13614477256067,63.81338729434194,144.58389333285112,49.80329881657424,522.4670269815533,116.14600716064848,1937.5762714979141,0
2025-01-01 05:00:00,S017,62.95109922942739,36.41785108724177,141.51793355138452,79.79123218739764,501.5589282968485,167.6400233412552,1332.262429941397,0
2025-01-01 05:05:00,S038,85.45763320967903,70.64666916634839,164.64038109989502,68.33387619132819,479.9875381650655,155.82286223287696,1505.8502559240399,0
2025-01-01 05:10:00,S013,71.39169655119025,30.066123172239227,156.4469564748325,86.1082870465892,769.5791908236221,176.46364337898657,2361.574383289143,0
2025-01-01 05:15:00,S010,39.83686942458304,65.45209017469205,207.23457493147254,79.81259080536884,367.20621100752106,189.45033572011016,1431.6037497762302,0
2025-01-01 05:20:00,S036,85.06470500707651,41.718912728412036,121.16738696293704,79.28830517280213,500.90162529842365,196.34699665556775,2501.768289084008,0
2025-01-01 05:25:00,S050,26.819537893279374,52.500809145450305,154.96575743375,76.36996368204356,372.8150163995429,104.986863210302,2632.512744594918,0
2025-01-01 05:30:00,S028,77.11830870892959,53.11130600172379,285.4100399017102,44.825162841881806,134.41092391575472,100.61536843409871,1814.0423434199506,0
2025-01-01 05:35:00,S049,51.14698694036517,37.78479691206576,111.72039854841883,68.75263904043754,712.3782387601631,180.484820310802,2585.2347058890673,0
2025-01-01 05:40:00,S046,25.065249692378615,69.30926082720428,193.14787821983134,73.17558932032574,274.117711898077,115.67725929436983,1860.6190211197445,0
2025-01-01 05:45:00,S005,69.1828970455685,45.31648701378349,134.07295055805565,49.89500996145266,502.416002275886,137.18165436296204,2628.8875190124195,0
2025-01-01 05:50:00,S028,76.08483038473068,85.33031377846594,438.4657887677606,69.42974657267185,747.656042682604,166.50374491672528,1066.494881385086,0
2025-01-01 05:55:00,S018,38.841539861785286,35.290695323941684,150.03153252090343,56.36588074870853,713.4763857265224,179.98210894679465,1924.4989129828411,0
2025-01-01 06:00:00,S011,35.731354715736614,57.35078270926968,213.4012687284319,67.5540205907626,793.5560638503703,236.9992072113513,1731.3837524503078,0
2025-01-01 06:05:00,S021,84.0259668471517,62.41675641646388,181.43506875944263,85.9828401538622,225.92293121594895,218.18416781902823,1048.04284602305,0
2025-01-01 06:10:00,S034,28.799755396869877,35.700955169231335,57.69331637599594,86.72582357428612,451.4147269885689,122.91815765822274,2274.8064788509855,0
2025-01-01 06:15:00,S026,54.31459682658094,55.73072581152748,145.28771310918165,43.59276833192092,517.4090396177655,146.80606465169893,1501.3854817784936,0
2025-01-01 06:20:00,S047,31.65841690669368,57.507002243609435,375.86402643885435,64.51032689361523,566.478393906212,156.10052207444045,1154.5248632918397,0
2025-01-01 06:25:00,S036,61.343205473525664,43.80930003537699,384.168106296728,56.85607508647143,213.20310269465818,240.97953801135634,2541.874083168849,0
2025-01-01 06:30:00,S008,57.468545709472664,44.34647194503502,320.04864493816103,69.12275484043644,538.7804416128253,238.0262340014507,1697.9534141512734,0
2025-01-01 06:35:00,S049,45.03614715834564,56.88002772957927,256.1501987381567,56.97413949437434,420.3120413479672,238.8496771871593,1409.4480464839598,0
2025-01-01 06:40:00,S017,39.33295047754511,64.40583492361583,274.6633421466405,41.190978893601944,576.3853260200335,164.263891438969,1127.4559393458312,0
2025-01-01 06:45:00,S037,58.263271552983355,49.1126552779393,223.0872646451785,84.15503577395528,555.4800760329841,131.54957624194464,1585.7134810701004,0
2025-01-01 06:50:00,S008,75.2023875830277,68.16222369018007,256.6204458182144,53.078032196008564,764.4473519954265,149.11926356288745,1953.4355302361228,0
2025-01-01 06:55:00,S035,67.54999561478829,75.81547453097771,340.5906022646955,84.91032080265326,445.9201915804764,117.58290078807565,2330.923123370596,0
2025-01-01 07:00:00,S022,25.802528186620457,34.87326678193439,297.49822014590484,67.31560132733327,531.5458680921843,133.82362530316945,2413.529748518075,0
2025-01-01 07:05:00,S009,86.16802026726974,37.33343110900087,158.3864302920919,51.61209870269722,440.25933581553716,165.75613878161676,1024.2176156386236,0
2025-01-01 07:10:00,S001,57.5875580772741,60.43778162438178,424.8656990416478,72.17792301923382,900.2387571864497,158.92383147606387,2615.7091848778414,0
2025-01-01 07:15:00,S018,76.6885455691058,32.899986546594135,403.3925967454296,72.58771262789845,896.3828824933441,105.35387291093664,2699.665242224437,0
2025-01-01 07:20:00,S001,73.64632974397082,70.28007301186838,380.0394055052368,56.39871685128019,200.05746025547523,153.35532146460844,2870.466211496948,0
2025-01-01 07:25:00,S008,32.24782734650432,81.07068183602249,306.6196742636937,79.39115393147918,459.6832779877177,157.34240060544815,1584.5797276285957,0
2025-01-01 07:30:00,S045,98.49488695865955,53.477318427183064,58.192301810369806,63.80170161494227,808.2727206071175,162.75666911080324,2337.1427050667417,0
2025-01-01 07:35:00,S030,85.0571163465973,48.664014526966284,339.40230322305916,69.55111945904974,863.9945983170107,213.97742753207694,2070.5256039420465,0
2025-01-01 07:40:00,S021,83.69476395530381,84.83222024534152,347.545213482931,73.10795586081969,680.4768102305826,142.35271618357288,2878.2125776305097,0
2025-01-01 07:45:00,S017,88.0133254909413,39.847944903472246,72.18145242112504,73.98620737396888,798.0707945290334,130.58240276221852,1939.7206576359686,0
2025-01-01 07:50:00,S003,39.92196674429728,37.764166776528164,118.93715676550765,45.73581565040695,983.8544973679758,198.5367888061408,2833.9685018504188,0
2025-01-01 07:55:00,S002,51.858973980646695,63.36483640766811,459.19762049680753,74.51926689888545,522.7216811056287,198.94674497641728,1655.534396078354,0
2025-01-01 08:00:00,S043,64.01790737513377,70.17947177546816,368.4409590275769,59.50135570860175,924.9111469707348,116.60333978707044,1167.3773615330886,0
2025-01-01 08:05:00,S037,66.85664980312688,66.79919110959054,199.92721332137205,54.86626084928483,212.57274064544166,224.99280898722722,1100.9155278913645,0
2025-01-01 08:10:00,S011,25.31151379318449,89.48293653673603,319.25770316256046,49.95236317269257,761.087064542301,190.05799547195565,1504.391378255975,0
2025-01-01 08:15:00,S044,80.8559005569953,41.66289280860476,494.3670056057978,52.103495438366764,670.4256419391606,187.7562287107241,2910.597273160325,0
2025-01-01 08:20:00,S017,76.49039879282122,54.2723811648726,402.54919891816706,66.20486643784365,358.95384191069996,154.51145091039274,2801.3991549654156,0
2025-01-01 08:25:00,S035,65.14541551981176,81.62404299186302,113.60654021738736,68.2118357318622,839.3345565936239,202.07203869047646,1811.0020610749377,0
2025-01-01 08:30:00,S039,79.94577312117949,81.64031242280387,150.6616073222935,63.630548884015056,697.6527308071264,164.10471485347526,1786.449296615471,0
2025-01-01 08:35:00,S006,51.18375586141762,65.5848715824323,217.75796921244049,84.50096727268544,764.3024001737203,197.50846421547095,1826.213189352939,0
2025-01-01 08:40:00,S034,45.48357872543675,59.288949103751996,189.76894453225415,46.715039632405734,339.26600822788714,177.04209842012432,1228.5503536060241,0
2025-01-01 08:45:00,S027,37.822098681086004,61.67485744532976,112.39131846800768,50.206474105228814,991.6105086875568,218.3525639043591,1169.9402935643132,0
2025-01-01 08:50:00,S016,75.09402648931939,50.446851181049695,461.43258722057516,71.70838658190732,279.61098391565986,148.3898107185459,2949.5148575317335,0
2025-01-01 08:55:00,S039,95.42667915358957,53.28135318040407,450.4051045663398,61.12151133911319,147.50934353395078,160.45117024267478,1533.1076934903763,0
2025-01-01 09:00:00,S007,85.05806250211756,69.20933312344812,114.82233774717568,75.20510922306975,886.2300986095211,160.99032115092285,1825.5415462083786,0
2025-01-01 09:05:00,S013,94.2729955728737,37.88124905849591,226.68277655696178,82.87278399517521,706.2491402114971,136.83948519764323,1557.6494318512289,1
2025-01-01 09:10:00,S020,60.040326565751734,86.7121967047434,131.68357356684862,71.98805936207367,881.8060594122387,190.5796411011242,2333.3836978870963,0
2025-01-01 09:15:00,S046,97.84677775180305,84.72429496240918,156.75126558215686,87.85238227977536,260.68836361696776,113.15319001713897,1535.5166678668227,1
2025-01-01 09:20:00,S043,54.61735511899746,43.206955539938285,269.0650795736457,71.94857191036701,230.99543501903986,165.04006150254042,2689.8156243511344,0
2025-01-01 09:25:00,S043,89.74592460255752,77.55825280038985,347.0018593421596,81.7873689270661,496.82402097091006,237.21916488920365,2647.6337705380047,0
2025-01-01 09:30:00,S018,98.19849095692456,76.29070304849367,277.50867195076796,62.263799163870935,136.67399535074378,214.55494840289225,2873.187240210057,0
2025-01-01 09:35:00,S022,71.6072806493267,46.495087007338604,234.02447663640373,60.83553282596693,837.4083992519572,218.4364622533779,2442.526974051034,0
2025-01-01 09:40:00,S029,46.57384962827719,39.805689199026844,188.67450889848456,69.28335882307016,864.0403354204702,212.26877612769164,2480.911973176302,0
2025-01-01 09:45:00,S040,92.16817272100425,64.71601860263803,414.3296015256861,87.21383752513428,919.9139137340559,203.2047378337533,1293.2735404851828,1
2025-01-01 09:50:00,S030,21.082019413834168,81.63805524530795,164.36342972113198,54.62580448494958,437.82303056737834,118.10990745835515,2332.191790583136,0
2025-01-01 09:55:00,S041,77.50012762969406,34.00717636945972,249.77588697322224,69.99958079035201,869.2712881382655,108.40704696191295,2371.7514924385177,0
2025-01-01 10:00:00,S026,68.8561797830746,40.21672218683005,358.8059155901836,59.29505519384385,710.0256872790613,243.106157312083,1317.5302344007416,0
2025-01-01 10:05:00,S029,46.04854975249458,81.25446216491852,101.69149156768067,49.45026472610243,596.4388869964874,113.89041921334011,2205.404065684654,0
2025-01-01 10:10:00,S034,89.55790496217396,68.85154454451884,328.4524239677004,72.57095233024687,271.323709622777,182.00132418908618,1212.8460625097591,0
2025-01-01 10:15:00,S046,74.3333654401063,75.79327569455855,472.58752771740836,65.65709645247819,772.6004751662989,212.21733728656628,2351.520825242713,0
2025-01-01 10:20:00,S029,99.45079711657458,80.58489921691904,426.5838983273595,42.18042041949594,966.3023110549735,111.40618864333918,2369.9226422248485,0
2025-01-01 10:25:00,S020,55.27485508255587,57.71721903040664,141.1725037054772,66.88070463673476,959.193635747078,144.7971119361605,2441.134803156201,0
2025-01-01 10:30:00,S005,35.56659012210496,54.120804523138304,238.11123476258706,78.36008622565333,207.54226283772317,217.72931996242454,1276.7732046689664,0
2025-01-01 10:35:00,S025,47.95001926903815,62.759655922664734,288.6678101223254,57.388270055655696,213.1998447696481,149.18677880307519,2913.79373838982,0
2025-01-01 10:40:00,S015,28.68345669613774,57.07883795749265,306.7810989868491,50.566177093706614,192.79474358609332,223.55749720854635,1245.2300170628118,0
2025-01-01 10:45:00,S037,47.561280910169984,30.867953134249618,326.440804177965,89.37357837222359,940.2331152387917,221.6508217553135,1668.7118364944613,0
2025-01-01 10:50:00,S002,50.103585627810176,84.42974406202009,392.87928615460027,43.60907306466834,846.57499920923,226.41931581945335,2725.579258956096,0
2025-01-01 10:55:00,S002,90.44657854635525,51.8240100363916,447.94485109010174,56.81272996144673,808.4530310129176,113.7120901190436,1609.9312626080796,0
2025-01-01 11:00:00,S012,33.17689325683865,60.612035718555376,440.7629847197934,49.73087615710453,420.00119630921233,243.9528457091589,2844.7119410806063,0
2025-01-01 11:05:00,S038,61.10056740231201,66.27397607850975,357.7835020431247,47.57195043788912,501.13129179080244,213.44067469578977,2314.59999632801,0
2025-01-01 11:10:00,S024,94.99497716212339,62.5196218299649,179.88957257726162,54.33500927542522,321.3559297341107,193.99480915314052,1421.810660250467,0
2025-01-01 11:15:00,S016,85.85904790382244,82.46216932881337,163.7537085091649,87.50657490546865,435.28082005741174,221.76029748527165,2058.3884239543813,0
2025-01-01 11:20:00,S012,32.20952726251852,70.14406538563867,496.6211601358493,40.377267927644915,398.1750211189077,249.71303548819523,1047.0247252261636,0
2025-01-01 11:25:00,S037,38.9130100317768,65.2410265195229,334.65761184228836,57.678318732296,509.02756203796145,167.1486635111224,1835.9193378412308,0
2025-01-01 11:30:00,S002,46.58442216562976,88.80531741151663,212.94772146909648,68.42083833399752,885.304355125097,238.78624122887894,2326.0819663481093,0
2025-01-01 11:35:00,S012,56.539067733629665,77.88857455436553,265.9672123542894,75.59181866672286,137.81546316428336,124.03163667554188,2424.6933115975394,0
2025-01-01 11:40:00,S049,61.05362251612775,33.078702500287854,318.8470314710917,66.82797332448433,180.15244643472448,168.3463198563539,1650.9499039992475,0
2025-01-01 11:45:00,S016,38.34997410747559,32.24077399389668,276.4144273753973,48.69291500703858,354.03726799909316,201.24411038061913,2805.8753805687384,0
2025-01-01 11:50:00,S012,78.93467470462659,47.276072803134554,133.55548325723606,62.48345750795144,500.4824303480898,173.6038892496719,2099.7653548469398,0
2025-01-01 11:55:00,S035,43.29063501848687,43.084697352646344,441.8500231925484,72.10007366033345,938.0817034016615,244.46741191942098,1496.76449192063,0
2025-01-01 12:00:00,S046,54.64206457821988,87.89044712715986,493.61755127231476,75.64996684534958,563.9866033672317,133.22133468782798,1669.252768432511,0
2025-01-01 12:05:00,S041,40.695454863828544,89.2232557258454,210.69998074906528,41.24151943033474,695.2452920250308,186.57630890376151,1050.2219035257651,0
2025-01-01 12:10:00,S021,46.29112153258714,86.39444467757949,293.85487410328574,84.5206681385427,483.73205248386785,168.8388860261814,2097.241721566794,0
2025-01-01 12:15:00,S042,68.82122558021528,56.12580628420557,373.54447972107766,88.81078194061703,986.8454857597101,184.54269805033962,1699.902091774271,0
2025-01-01 12:20:00,S020,81.69253401285273,72.91389701733416,261.51346635514733,85.57559652684319,989.2014714299027,180.31014260976536,1943.808384593331,0
2025-01-01 12:25:00,S030,43.834656117136106,71.14060976556382,354.8140849926353,53.74318825328527,479.98310895964806,204.9928208665184,1597.2783230485065,0
2025-01-01 12:30:00,S046,27.289180703225462,69.3072413161579,374.0989400398079,51.82917714219518,598.85400781818,221.67760581440808,2369.5731904538197,0
2025-01-01 12:35:00,S040,53.05228807682266,72.27127008692186,111.98526480057356,46.25571800889262,901.8420233012769,222.591785716363,2675.926356001746,0
2025-01-01 12:40:00,S013,87.6740216626039,33.005834715562855,457.55685852948244,40.36385643005968,482.1225275117159,179.02763413150808,1363.6534635786836,0
2025-01-01 12:45:00,S007,98.84633733303339,44.53415345552892,318.50917329553494,60.40550863705828,715.0146349090304,159.84536320782522,2548.8616061047933,0
2025-01-01 12:50:00,S008,57.48247458976109,80.95511219626867,403.1061040478849,68.16802336482569,998.8877423168282,224.46689735822173,1334.4234966646095,0
2025-01-01 12:55:00,S012,54.414626384277426,89.86873190966955,427.487654517962,82.16824424331594,473.1672472250834,236.13376619784557,1471.731621660812,0
2025-01-01 13:00:00,S017,32.76540143944453,52.76841564614426,163.48236016500186,78.19376986997035,567.0689243935915,148.41204743113937,2809.0428952397624,0
2025-01-01 13:05:00,S009,80.4255925694878,49.27401918288051,335.32251075593285,81.31802437987868,119.0255842222584,127.9751157253665,1596.9529701729302,0
2025-01-01 13:10:00,S047,73.7774990593579,38.64427067492031,207.8708959004324,65.54788830069499,683.2606374964098,237.7265968611836,2172.5420631317293,0
2025-01-01 13:15:00,S022,82.9934867602601,46.01584469564496,394.3036029553068,81.36117649608158,559.2643033743703,198.76297146050638,2321.407766915806,0
2025-01-01 13:20:00,S046,92.00011429719389,58.36382979038296,87.53196300740973,85.4883138531676,934.2520095410199,115.38606949929604,1215.137489540179,1
2025-01-01 13:25:00,S019,30.404068173513757,38.62499422430999,220.57477096737716,41.45462848216831,613.3846788702477,117.29411839558509,2096.572631893363,0
2025-01-01 13:30:00,S039,88.0509360570837,31.70567827842625,315.2853049583764,57.76716652265655,348.23290314520443,239.13797980554656,2903.926360969653,0
2025-01-01 13:35:00,S020,52.82269154459007,78.59906249645003,302.5616295106546,86.4421674577687,371.64168594264765,132.2898737311229,1731.601440941457,0
2025-01-01 13:40:00,S033,59.766241268176174,56.890453463933106,349.3094466136172,54.90399478036687,912.7209424446017,167.76550018982945,1479.4476050322028,0
2025-01-01 13:45:00,S031,58.95859367425858,45.99159517152028,458.0577764995375,45.68992591416097,573.4132970958276,163.87746604130464,1120.3703770701404,0
2025-01-01 13:50:00,S037,40.500348048765304,48.742850269508004,494.51737730621466,86.66662088046233,403.90559214040707,166.34056231057934,1043.0410548980756,0
2025-01-01 13:55:00,S036,47.92097168298727,60.389725138239356,369.4975755112587,59.12339582876763,403.81294338634376,134.31135425808,2335.7526540001886,0
2025-01-01 14:00:00,S019,93.44560686577856,88.99797203338755,203.33476344223567,41.82394734234796,512.7495161676634,148.00177625037406,1529.4453797176643,0
2025-01-01 14:05:00,S012,74.38747309191942,78.94850247705102,317.58850693280385,62.54642205601806,378.1146429077478,135.27633268717557,2658.1794280179624,0
2025-01-01 14:10:00,S012,41.884749614911705,75.55521920736457,337.45961945844397,74.02523250581903,641.3860644797753,197.288632889766,1372.2618658149472,0
2025-01-01 14:15:00,S048,85.78275552302236,41.884077523592566,267.58184596875503,52.12390344450881,604.893038002517,223.4608279075443,2638.3667588467124,0
2025-01-01 14:20:00,S022,43.75917672558206,86.5797359308349,455.93481634221894,48.488576645656494,230.35970551773144,157.8384709840935,1920.3198381280124,0
2025-01-01 14:25:00,S019,98.50713384080275,82.07716463102474,164.11750219852297,49.216046551263986,234.40795954755015,224.80580272993387,1627.4042362879818,0
2025-01-01 14:30:00,S026,42.960326615837836,64.68288014402334,205.38171397807716,57.72620463476324,403.2211848702866,201.8665374773795,2978.5762582349034,0
2025-01-01 14:35:00,S002,71.87346540811461,58.05444005348254,336.893813975263,49.52409200177416,482.01185274804294,188.38410540038328,2651.714954848158,0
2025-01-01 14:40:00,S024,95.9029469025043,51.231150812768604,333.99434988467715,59.53089280195857,717.1322901561688,215.12796103481026,2995.44302542955,0
2025-01-01 14:45:00,S035,24.626525560194548,42.29923118096089,464.14149089263844,55.167707857174996,130.08144723127344,129.16497313105702,2012.530052618382,0
2025-01-01 14:50:00,S001,77.3849693983323,64.32393030842366,454.23641309407697,71.97990395549348,281.4224359663267,160.67620361594746,1149.65325871835,0
2025-01-01 14:55:00,S005,70.81201835098301,79.33081490299529,465.6553949287355,70.43837255129736,932.847172679535,228.21365004395628,1517.634414583942,0
2025-01-01 15:00:00,S012,81.4044919529717,44.91719275359963,455.39833302904213,55.80864775939403,454.3539484443935,200.36995582137104,1979.4901081748235,0
2025-01-01 15:05:00,S031,60.93422820549253,31.471964457956695,406.5393734308322,40.803817330702714,943.1846560552073,104.71747675134198,2736.1709042232014,0
2025-01-01 15:10:00,S018,75.69704352151595,70.01934133393266,149.12232865154206,82.64435613259232,979.5917168005622,154.69096602273453,1093.970754814002,0
2025-01-01 15:15:00,S011,77.87820865856585,43.11127126427301,434.12461432358236,59.048339180591526,698.3055459099091,104.76944467138489,2296.757224430001,0
2025-01-01 15:20:00,S019,33.78505520662824,32.805564492648124,440.2573037436033,79.00252363156868,387.38037166250587,110.57521363850489,2022.5509993164746,0
2025-01-01 15:25:00,S020,39.66312949972255,82.59387104937824,313.6234275405727,51.746811438826676,797.6230257176338,176.70924162597763,2878.4922860371544,0
